id,author,sha,last_modified,created_at,private,gated,disabled,downloads,likes,library_name,tags,pipeline_tag,mask_token,card_data,widget_data,model_index,config,transformers_info,siblings,spaces,safetensors,lastModified,cardData,transformersInfo,_id,modelId
kakao-enterprise/vits-ljs,kakao-enterprise,3bcb8321394f671bd948ebf0d086d694dda95464,2023-09-07 15:41:08+00:00,2023-08-31 10:35:14+00:00,False,False,,2016,14,transformers,"['transformers', 'pytorch', 'safetensors', 'vits', 'text-to-audio', 'text-to-speech', 'license:mit', 'endpoints_compatible', 'has_space', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-09-07 15:41:08+00:00,,,64f06ce22d8b31067d4cda04,kakao-enterprise/vits-ljs
facebook/mms-tts-tur,facebook,7e364479c307f06733ca865b0a5269e0209cf82d,2023-09-01 16:45:43+00:00,2023-09-01 16:45:22+00:00,False,False,,1082,11,transformers,"['transformers', 'pytorch', 'safetensors', 'vits', 'text-to-audio', 'mms', 'text-to-speech', 'arxiv:2305.13516', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'has_space', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-09-01 16:45:43+00:00,,,64f21522136bed5430c44596,facebook/mms-tts-tur
Gatozu35/tortoise-tts,Gatozu35,5afad7fed2834bf7f829444630b1adcce383d47a,2023-05-30 10:16:35+00:00,2023-02-12 12:06:32+00:00,False,False,,97,10,transformers,"['transformers', 'pytorch', 'safetensors', 'gpt2', 'text-to-speech', 'audio', 'en', 'arxiv:1910.09700', 'license:apache-2.0', 'endpoints_compatible', 'text-generation-inference', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='autoregressive.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='autoregressive.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='classifier.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='clvp2.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='clvp2.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='cvvp.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='diffusion_decoder.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='diffusion_decoder.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='dvae.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='dvae.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='generation_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='rlg_auto.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='rlg_auto.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='rlg_diffuser.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='rlg_diffuser.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocoder.pth', size=None, blob_id=None, lfs=None)]",,,2023-05-30 10:16:35+00:00,,,63e8d6485a632a40348683f9,Gatozu35/tortoise-tts
facebook/mms-tts-hin,facebook,1d83b223ec78e30b944f7d96bd117eb3d7023303,2023-09-06 13:33:08+00:00,2023-09-01 10:23:47+00:00,False,False,,2255,10,transformers,"['transformers', 'pytorch', 'safetensors', 'vits', 'text-to-audio', 'mms', 'text-to-speech', 'arxiv:2305.13516', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'has_space', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-09-06 13:33:08+00:00,,,64f1bbb30e2c44d2b834f2b7,facebook/mms-tts-hin
Kamtera/persian-tts-female-glow_tts,Kamtera,c11e29a6a1f9ee5411aafeb932f1865d12372e7d,2023-03-19 07:30:58+00:00,2022-12-25 06:18:17+00:00,False,False,,62,9,TTS,"['TTS', 'Persian', 'Farsi', 'Coqui', 'CoquiTTS', 'pytorch', 'audio', 'text-to-speech', 'fa', 'dataset:persian-tts-dataset-famale', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='best_model.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='train_glowtts.py', size=None, blob_id=None, lfs=None)]",,,2023-03-19 07:30:58+00:00,,,63a7eb29f9f219f2d860f2eb,Kamtera/persian-tts-female-glow_tts
SeyedAli/Arabic-Speech-synthesis-MMS,SeyedAli,27df80423beec86a9cf6e10978cc9242f8c711bb,2023-09-20 19:00:38+00:00,2023-09-20 17:03:18+00:00,False,False,,105,9,transformers,"['transformers', 'pytorch', 'safetensors', 'vits', 'text-to-audio', 'mms', 'text-to-speech', 'ar', 'arxiv:2305.13516', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'has_space', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-09-20 19:00:38+00:00,,,650b25d619b50c744a10eed3,SeyedAli/Arabic-Speech-synthesis-MMS
Kamtera/persian-tts-female-vits,Kamtera,a1deb794b324844ff65c020e7a68029d99c9dd62,2023-03-19 07:32:31+00:00,2023-01-14 09:31:36+00:00,False,False,,12,8,TTS,"['TTS', 'tensorboard', 'Persian', 'Farsi', 'Coqui', 'CoquiTTS', 'pytorch', 'audio', 'text-to-speech', 'fa', 'dataset:persian-tts-dataset', 'license:openrail', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='best_model_1725.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='best_model_23604.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='best_model_30824.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='best_model_3796.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='checkpoint_26000.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='checkpoint_48000.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='checkpoint_5000.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config-0.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config-1.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config-2.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='events.out.tfevents.1673758534.8f6deb5c5186', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='events.out.tfevents.1673867138.b9079279db4a', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='events.out.tfevents.1673900005.d9ec03af73c0', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='events.out.tfevents.1673947893.64d56a8e8866', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='phoneme_cache.zip', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='train_vits-0.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='train_vits-1.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='train_vits.py', size=None, blob_id=None, lfs=None)]",,,2023-03-19 07:32:31+00:00,,,63c27678aa5c9b84170591b8,Kamtera/persian-tts-female-vits
facebook/mms-tts-vie,facebook,b58928d033932a49aa8e3d6cf11625b25fe928d2,2023-09-01 10:37:34+00:00,2023-09-01 10:37:14+00:00,False,False,,33806,7,transformers,"['transformers', 'pytorch', 'safetensors', 'vits', 'text-to-audio', 'mms', 'text-to-speech', 'arxiv:2305.13516', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'has_space', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-09-01 10:37:34+00:00,,,64f1beda0a7eed0a3ea9ff35,facebook/mms-tts-vie
facebook/mms-tts-ara,facebook,afba26a4b470f9ae64aeeea91b99f080dee410de,2023-09-01 13:16:50+00:00,2023-09-01 13:16:20+00:00,False,False,,1393,7,transformers,"['transformers', 'pytorch', 'safetensors', 'vits', 'text-to-audio', 'mms', 'text-to-speech', 'arxiv:2305.13516', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'has_space', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-09-01 13:16:50+00:00,,,64f1e4243b8c02dd76b24faa,facebook/mms-tts-ara
facebook/mms-tts-spa,facebook,833b96c0278c85cf09776d565ba8f1cb2819f7ec,2023-09-01 14:15:35+00:00,2023-09-01 14:15:17+00:00,False,False,,2095,7,transformers,"['transformers', 'pytorch', 'safetensors', 'vits', 'text-to-audio', 'mms', 'text-to-speech', 'arxiv:2305.13516', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'has_space', 'region:us']",text-to-speech,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-09-01 14:15:35+00:00,,,64f1f1f5ffeff3185f5928e3,facebook/mms-tts-spa
